LATITUDES,LONGITUDES
34.856613,-92.4056858
38.7850251,-90.7935034
42.4250964,-71.066163
41.6534847,-70.2823732
31.7606732,-93.0860209
37.6904826,-122.47267
41.5997498,-90.9107038
38.3979718,-85.7550735
42.5842136,-76.0704906
41.9669615,-87.8076726
37.4332273,-121.8989248
42.8579536,-70.9300921
41.5628294,-83.6538244
44.765262,-69.719238
39.9597213,-75.6059638
42.1711365,-87.8445119
33.5426975,-117.785366
20.9143904,-156.32296
40.8012894,-72.8675941
41.2025915,-89.2676414
41.5910323,-93.6046655
28.2100203,-80.7997185
34.1133062,-118.1478291
26.4614625,-80.0728201
40.0455918,-86.0085955
38.5889386,-89.990382
39.8454163,-88.9524151
43.810817,-99.330178
37.4863239,-122.232523
42.0427256,-88.0792782
33.6106076,-117.7249722
28.5656649,-81.5856742
41.1715361,-112.0273739
43.7533414,-88.4493796
40.7899291,-74.0566735
40.8578772,-74.4259866
33.1474257,-101.812592
40.7055931,-89.6987129
33.2385763,-96.7866058
44.8036159,-68.7702127
32.8048507,-97.44502
35.0768141,-80.6692352
41.9063152,-94.8222082
34.1450295,-94.7802324
33.314541500000004,-84.54255940019763
39.8115033,-74.9829443
42.0333694,-87.7333972
41.8994745,-87.9403418
35.072036,-85.08885976005197
40.0417847,-75.4838685
35.3414745,-89.8973084
46.2055155,-118.5174284
36.295415,-80.1417121
42.689151,-84.2832798
36.1631575,-82.8309861
29.300357,-99.7733181
39.2089986,-76.0666126
40.269559,-74.5232454
41.931696,-87.9889556
41.1035786,-80.6520161
41.7563344,-88.045559
40.3334409,-74.6004341
43.4945144,-1.4736657
39.4930299,-91.3192615
39.9348351,-75.0307264
39.909726,-100.785153
41.745383,-70.618087
40.2337289,-111.6587085
47.5653663,-122.6246836
29.9032284,-81.4145468
40.2973319,-74.3582041
39.9005585,-74.93389105589023
39.1803067,-77.0584474
41.2592225,-80.4720141
21.394833,-157.72989134661873
41.5917712,-70.9411491
34.2818164,-118.5612714
30.7485258,-94.000884
44.69282,-73.45562
35.2626635,-77.5816353
37.9154056,-122.301411
30.2711224,-87.6893826
42.4733689,-83.2218731
46.259128,-97.456202
33.5225261,-117.7075526
39.4475075,-76.5974223220619
34.9343599,-88.5223353
32.7459645,-96.9977846
30.421309,-87.2169149
36.0600602,-86.6722192
34.2495525,-117.29389561188812
39.017316,-94.282265
41.8006523,-73.1212214
42.4969652,-82.8890965
32.1158983,-81.2495131
38.3396367,-122.7010984
36.16101585,-120.29451920454292
35.5843849,-78.7998691
32.4614945,-97.3881378
39.7358605,-75.22763055416667
41.7620447,-72.7420399
32.9537349,-96.8902816
31.46242095,34.262716572130714
35.3636563,-101.3353895
44.2998261,-120.834972
31.9868295,-88.33308822099423
46.0612076,-64.8033246
41.4475779,-75.783805
40.4258686,-86.9080655
38.4811538,22.50054857722284
40.446495,-74.3859831
43.2144051,-75.4039155
37.130408,-121.6544974
46.6030198,-94.3094399
36.6744117,-121.655037
46.3580221,-94.2008288
30.0771675,-90.485784
45.3702141,-110.7335469
37.0300969,-76.3452057
31.7716364,-94.1301652
29.6657838,-95.0193729
30.5085915,-97.6788056
40.4086802,-80.0833885
43.0846017,-88.2139452
19.641941,-155.996933
35.5085531,-78.33936
40.2930159,-79.4873204
45.8016249,8.3847792
51.0962462,4.178629103169916
37.08114525,22.42486178272022
39.0187651,-94.1976452
43.0020107,-75.9768632
39.8129285,-85.1708971
38.7907339,-121.2357828
41.5119761,-87.9656098
40.4661513,-90.0917851
33.8752945,-117.5664449
42.3433518,-88.0412192
37.6535403,-122.4168664
40.1462213,-74.7118264
32.555664,-95.8640507
37.5969577,-120.8660083
20.8747708,-156.4529879461996
32.944012,-85.9538532
44.7817214,-88.7118868
40.7906871,-124.1673746
27.197983,-80.2519175
33.681158999999994,-86.88022409259258
40.1351122,-74.5240423
38.67716825,-121.06431968581433
38.9755174,-77.6413094
40.7259621,-73.5144766
28.1761233,-80.5900519
28.810823,-81.8778582
38.54060749999999,-76.58351285647468
42.7858231,-91.0995735
33.560832,-117.2106564
34.4442547,-85.7196893
39.7546349,-105.22058
36.2231079,-121.387742
46.395412,11.146774
39.9378273,-89.6759372
34.1064001,-117.3703235
35.1159532,-80.7224386
42.0757315,-87.7193768
51.3813864,-2.3596963
28.4647614,-98.1809755
40.2645371,-75.8040852
44.7133271,-93.4226873
34.230429,-118.2350733
38.9813699,-77.0849245
39.4817659,-77.3507698
34.0211224,-118.396466
35.3107214,-120.832348
42.098698,-75.9125187
54.7423237,-113.5366453
36.8524545,-121.4016021
33.6564674,-96.9059847
37.316934,-90.02781236389168
-37.8142454,144.9631732
42.6469444,-83.9786111
31.5970503,-94.5927451
45.7623738,-64.1790392
52.6285576,1.2923954
29.7355047,-94.9774274
44.311461,-96.79844
42.9058971,-77.5391622
42.4718284,-122.8014155
36.6915262,-79.8725386
33.9471315,-86.4714926
41.6063216,-90.3357762
37.4780814,-97.2407207
28.5695186,-81.544117
38.5468907,28.6474338
31.7819242,-95.6258199
40.2109404,-75.2782317
41.2920047,-78.5041876
43.3604218,-5.8450534
34.1356915,-116.0543506
37.2296566,-80.4136767
41.0324537,-89.2998456
45.4208777,-75.6901106
41.1670412,-73.2048348
35.3187279,-82.4609528
36.9486986,-84.0968761
33.7690164,-118.191604
43.1301133,-77.4759588
42.4792618,-71.1522766
51.5106328,-0.0861271
40.3267407,-78.9219698
42.144225,-92.1441931
42.1514146,-87.959794
41.641445,-80.151449
40.9475652,-90.3712169
41.7244885,-81.245657
29.5639758,-95.2864299
33.1775233,-111.547892
40.2023355,-74.0120814
37.1641544,-120.7678602
33.9866807,-118.185349
34.0668947,-118.439944
35.1321878,-118.4489739
42.0667652,-71.3281114
51.4875167,-0.1687007
41.6611642,-86.1807031
44.4906817,-73.11136
39.4667025,-87.4139119
28.7414145,-81.53442940374563
38.4375391,-108.2403855
40.3913195,-74.3328038
38.3459615,-85.60460479093771
44.7606441,-85.6165301
43.048677,-76.5627197
29.4664706,-95.355714
36.9775016,-76.42977
47.4957757,-121.784889
37.2708788,-76.7074042
51.0612766,-1.3131692
29.7643475,-99.234526
48.4086571,7.2386756
41.7936822,-88.0102281
40.8538944,-74.8291638
46.6775057,-63.9629222
36.7183708,-76.2466798
34.0026005,-85.0416133
30.2946859,-81.3931396
38.5110803,-122.8473388
39.4037093,-2.4274052
30.3031353,-96.9588587
35.7688425,-119.2470536
33.7288179,-116.382571
46.283015,-96.077558
40.8164458,-74.2210643
33.9566391,-83.9890066
40.9025989,-74.4070971
42.3192548,-85.1824269
52.2814519,-1.5815742
29.3565001,-98.8788844
33.6795531,-84.4393724
41.4156025,-81.9234726
37.2104434,-76.7738928
45.2332985,-93.2913405
32.4284761,-90.1323087
50.9025349,-1.404189
37.8145384,-82.8071054
34.1469416,-118.2478471
40.8078786,-73.9454154
34.1446643,-118.644097
51.14804,-2.716577
42.325578,-87.8411818
5.882204,-162.0748745
37.0841838,-94.5133385
55.7504461,37.6174943
33.0369867,-117.2919818
35.8272257,-90.6949871
40.4211798,-79.7881025
26.9205171,-97.7461361
40.9452911,-74.0735899
34.6850749,-82.8364111
38.6938503,-76.534134
21.4461798,-158.01503287317823
34.0966764,-117.7197785
37.6090291,-121.899142
52.4081812,-1.510477
39.19386315,-76.74209025715359
43.06923,-77.298875
34.2625025,-118.427027
31.098207,-97.3427847
28.1866014,-82.36612096903323
44.0181879,-66.1078263
33.4909405,-86.9702714
40.925939,-73.065185
37.762298,-84.8432852
41.146763,-73.4948446
43.4367,1.7835
43.102147,-93.6020069
39.4697065,-0.3763353
34.895672000000005,-86.41498977939412
42.3756401,-71.2358004
50.9281717,11.5879359
39.163098,-87.1991807
-6.175247,106.8270488
40.7696522,-73.4998644683956
41.018139,-75.9949252
32.9299655,-97.2271249
42.4894801,-83.1446485
41.8933203,12.4829321
27.190253,-81.8244232
42.3116046,-71.1143838
21.385987,-157.92389027812496
37.6069885,-87.5286167
34.2576067,-88.7033859
42.2595071,-83.2107671
21.4055,-157.7960716072044
27.7134925,-82.31560518649194
40.2101972,-77.0047276
35.6267654,-120.6912456
39.95737395,26.238017461011644
37.5980374,-122.4995234
41.7610984,-93.8243925
40.7556561,-73.5876273
52.2434979,5.6343227
21.3866667,-158.009166
39.6391442,-88.6087498
42.6055549,-90.4298502
38.4040054,-96.181623
43.5139149,16.1092196
34.1209292,-93.053784
42.3370091,-78.4580762
47.6742994,-116.7811531
41.5833658,-87.500043
40.6460921,-111.4979963
43.1687104,-78.696567
45.4871723,-122.80378
33.3703197,-112.583776
41.0095189,-95.228247
40.5184013,-80.1667247
38.2805772,-95.2419192
40.7433066,-74.0323752
40.0939993,-75.2529568
37.9357602,-83.6014187
46.4691278,-95.2330859
37.3228934,-122.0322895
52.5170365,13.3888599
43.5931434,-70.2289333
43.1116731,-88.4992659
41.3922726,-84.1252243
36.06523,-119.0167679
52.25110345,-0.8785210484974736
29.0338575,-95.4343859
38.9690189,-77.7355056
41.5839824,-73.8087442
40.0951038,-75.6168681
13.1182985,-59.60157828479271
37.1184318,-82.8268265
29.9427892,-89.9629372
41.4941161,-75.703413
42.2178171,-85.8911246
44.4493584,-88.0599986
40.8262101,-73.502068
31.9973662,-102.077948
32.5888072,-96.9553675
39.8467414,-75.7116997
32.9481789,-96.7297206
45.7874957,-108.49607
39.13611,-95.951656
40.6789893,-73.4170673
42.2509914,-71.0037374
34.7740495,-79.4628248
39.466386,-97.20197
33.9732275,-78.3858371
42.2411344,-88.3161965
40.1226101,-75.0635049
39.5404679,-119.7487235
42.9600059,-90.1304461
33.5016932,-117.6625509
41.3501598,-72.0761998
45.820233,-88.06596
34.5623077,-85.8124715
37.8192526,-83.8239902
38.783855,-90.481677
45.300347,-122.972751
37.5691072,-101.7935648
44.223681,-70.5133929
42.3775361,-96.0607187
50.938361,6.959974
40.8245442,-74.4170972
40.3367674,-75.4690674
48.1928371,8.1390286
34.0194704,-118.491227
39.9405903,-77.6598624
43.2970674,-91.9883357
40.9287098,-74.0398622
49.9172707,-108.6546946
41.9903787,-70.9750426
35.3784666,-94.3996456
40.7250986,-73.2453946
37.7360396,-120.9354895
38.1061979,-122.5681191
45.51301545,-94.2606718
38.1758645,-92.7843553
38.5915023,-75.2913018
44.8507957,-93.7869088
42.2103722,-73.3389121
40.09476245,-75.3851333563417
42.7091389,-73.5107732
44.8910807,-89.4256735
40.7881643,-74.3891647
39.2190607,-121.06292
38.6920451,-75.4013315
47.3259697,-122.5878659
38.8244136,-90.8683119
35.7531285,-109.06920941705336
53.1908873,-2.8908955
29.6993748,-91.20677
41.6000318,-87.9381112
40.0959385,-75.1256812
32.7947731,-116.962526
34.9873822,-90.0034862
39.049011,-95.677556
40.2414952,-75.2837862
32.4078632,-87.0207473
42.0028761,-71.5147839
51.3878174,1.3819699
42.2966861,-89.6212271
32.707667,-103.1311314
34.4458248,-119.0779359
43.6065985,-73.5311521
42.1080703,-87.7365286
34.010929,-85.9989596
51.55653,-0.1783011
44.0806041,-103.2280239
39.27573585,-76.831741741596
51.510452,-105.008698
45.2613104,9.491678060021837
39.7173375,-74.9693329
44.708853,-96.276434
46.874967,-96.900362
41.8528065,-124.14986198309552
30.8327022,-83.2784851
30.2072293,-93.2061609
40.8584316,-73.0995539
43.184,2.48911
34.4221319,-119.702667
34.8256204,-87.2945325
44.8341639,-87.377042
42.098408,-76.0493684
37.0481417,-112.528547
40.1507046,-75.11623055715701
39.934002,-74.8909988
39.6733203,-94.794829
38.8908583,-90.1843091
30.4112904,-88.8279165
39.7221906,-86.0894158
34.4838502,-114.3224495
29.8268319,-82.5968583
43.2626747,-93.6376741
50.8553888,0.5824703
33.9701009,-84.2215869
41.2088215,-73.8905175
42.1417653,-71.2494985
52.6423036,-0.6632643077026672
32.1715776,-82.3315138
26.6845104,-80.6675577
39.9322625,-85.8480354
42.1104808,-71.6646123
34.051522,-118.129807
52.241001350000005,1.0466830312565236
42.6080884,-83.3438248
39.9986855,-79.4480915
37.1492253,-94.4430032
42.439479,-83.7438303
40.7654301,-73.8174291
52.1349573,-0.062922
37.6261715,-122.433243
33.8825705,-118.1167679
40.7520097,-80.3192295
34.5881461,-86.4588768
39.9555928,-86.0138729
33.9670589,-83.2782101
42.947011,-76.4291017
30.2454776,-85.648261
40.5892696,-74.4718201
34.1236205,-116.4139839
35.042036,-89.6645266
33.6680772,-117.3272615
35.7490023,-84.320293
37.3043154,-77.2872001
40.2962222,-74.0509725
47.5075937,6.4807726
51.4625524,-0.2167462
41.9908485,-88.1850028
42.1487691,-72.6071119
40.033814,-83.1596108
41.3157314,-70.00901408779944
29.8826436,-97.9405828
32.8457865,-97.0667142473263
37.5780965,-122.3473099
41.4539745,-75.382681
32.7558392,-98.9032554
33.1742582,-91.7295595
51.8896903,0.8994651
40.6870011,-95.568169
40.3270127,-86.1746933
42.5267443,-71.7614891
37.834897,-122.12883
43.3260376,-71.6854725
40.8131553,-73.5673482
42.5278731,-70.9286609
39.194164,-96.0711041
17.9712148,-76.7928128
32.7092955,-96.0083018
33.7458511,-117.826166
42.5669261,-92.6221368
35.9018987,-92.7098744
43.2383483,-72.4247132
46.0915589,-115.9762528
36.6676446,-78.3875054
42.7453532,-74.1881834
33.4293486,-79.1215912
40.6967254,-111.986821
44.3140261,-94.4614177
42.0415823,-87.8873916
36.6903525,-88.9587214
40.8714873,-73.456788
32.6200973,-83.606568
50.1552197,-5.0688262
39.0832225,-78.2182851
42.5903661,-71.8119837
50.4855665,7.2293555
33.4073522,-112.3934809
29.4238472,-95.2441009
35.3737111,-83.2259803
19.6225209,-155.0390436
34.9326334,-99.5435856
37.9974219,-121.7124536
28.782535,-82.60652720207852
41.1519319,-74.0357266
42.2173102,-73.8645734
33.6773237,-86.3966481
40.6028462,-79.5647741
43.039233,-76.3040965
40.5092961,-88.9843937
37.6280602,-98.7485305
45.1219492,-95.0435373
40.5814546,-79.5664333
42.7258451,-92.4746033
42.3966874,-88.1836965
42.451302,-73.260018
40.749517,-73.485536
39.9670569,-74.9426677
38.0371378,-84.8962551
42.4683698,-82.9554746
41.80564555,-72.25413294148728
41.8978091,-87.8139483
40.8665355,-77.46133866672122
39.5630072,-74.2406089
45.709097,-68.8590201
40.9167654,-74.171811
40.9168692,-72.6624189
38.0085107,-78.6086754
35.7325352,-78.8505516
40.9562099,-72.9678811
40.833989,-74.0970865
52.3744779,9.7385532
38.0416798,-102.0087927
36.5245972,-76.1782677
38.6413452,-75.6114584
41.0413873,-83.6503982
34.0553813,-117.7517496
51.5754985,0.0899693
42.2470149,-77.6938807
52.46018745,-6.606515459159162
41.8931576,-70.9111517
32.746052500000005,-96.45131499455948
38.9178538,-78.1917718
38.8683205,-107.5920018
33.7192808,-116.2188054
39.8512162,-74.9619779
33.7423967,-118.1055926
42.344072,-91.2482814
33.1216751,-117.0814849
38.5131989,-90.4400578
37.4248377,-81.3417681
40.1150133,-111.6547774
44.0581728,-121.3153096
27.7013603,-82.42379802430135
27.3923408,-80.8873655
40.9397796,-74.1312504
34.3266879,-81.5830086
41.6612561,-91.5299106
26.1594305,-97.9907362
39.1765386,-74.8012119
34.1863161,-118.1352329
35.7288416,-118.7036997
41.4406084,-75.6260271
42.4966815,-96.4058782
42.3685658,-72.505714
35.254292,-81.6670407
42.7777829,-71.0767724
44.1331908,-81.1485894
38.7624373,-93.7409596
32.3140354,-106.779807
27.9658533,-82.8001026
40.733795,-82.7896471
34.0877926,-117.8891164
29.9988312,-95.2621553
41.8646959,-88.1101709
36.1195143,-92.1359867
40.2601096,-74.2737573
41.8228378,-87.848085
40.0507198,-77.5205485
40.2806668,-74.0954182
35.2784173,-93.1337856
59.938732,30.316229
39.9063027,-75.2721402
51.7520131,-1.2578499
32.665135,-114.47603157249804
46.138579,-98.090379
38.7042119,-91.4373845
37.2555718,-77.4112016
42.5763523,-71.9952737
41.5860557,-109.2194544
41.9667652,-71.5495071
32.991226,-97.1943701
42.48059,-83.4754913
40.1784279,-122.235923
47.7545827,-122.1588902
38.8139804,-76.7575894
35.6206924,-117.6720975
33.85162905,-84.22374316732959
40.8006567,-73.7284647
29.2108147,-81.0228331
45.2864689,-122.3342596
54.9978678,-7.3213056
48.2083537,16.3725042
29.8298971,-97.5959641
28.6619154,-81.3885899
45.3375258,-83.9567881
39.9809452,-75.3085201
43.0407742,-78.8660527
33.8795325,-82.2797719
32.3363045,-81.3914992
33.0151208,-96.6130478
40.2112241,-74.0359713
41.6333678,-87.6331021
39.3455507,-83.077359
42.3680073,-71.7845326
32.5066112,-93.65149358770904
38.8114364,-89.953157
41.520896050000005,-81.33752157306014
45.636623,-89.412075
33.757805,-116.4354884
40.9487314,-73.7331416
49.0917814,1.4886571
42.7260523,-87.7825242
39.8842304,-82.7535049
36.1881365,-94.5404962
38.5250491,-89.1334037
33.4669721,-117.6981075
41.0461864,-74.3177933
50.2144406,3.9615305
40.75839,-82.5154471
38.0864739,-83.1262839
55.25,-2.000559
35.4062034,-94.5988306
39.365992,-76.9688737
30.073889,-99.2365616
43.1790768,-88.1170784
40.5126429,-89.5442084
44.8476352,9.666531257696896
35.91537,-94.969956
26.1947962,-98.1836216
33.7475203,-116.9719684
43.0709273,-89.4322174
43.0125713,-73.1473048
46.31316395,-73.38079209434733
44.5393721,-95.1164478
28.6689748,-82.076402
33.8358492,-118.3406288
32.6549967,-79.9406093
20.3333331,-103.6666671
45.7276194,-121.4864619
36.3967623,-97.8791341
34.1483989,-118.3961877
40.9646867,-75.9852789
47.8278656,-122.3053932
38.4108801,-87.7614174
39.4837588,-76.6235105199021
34.002581,-118.156586
41.5165588,-94.2282377
26.204114,-98.2300605
38.7176176,-76.6013487
40.50312,-81.6409582
40.6834349,-74.442653
34.6183433,-79.0083993
40.4074718,-89.6429794
41.5718945,-86.7490124
42.451377,-83.659179
33.5862149,-86.2860888
43.519629,-114.315325
33.9919085,-83.7184368
34.6086854,-98.3903305
33.1368252,-95.5656578
39.5137752,-121.556359
42.500096,-70.8578253
40.0770553,-75.1268413
33.7402774,-116.7189424
40.8860164,-74.0072568
40.3840222,-74.53308403231352
42.60428065,-70.89315689729732
40.7887367,-82.2360391
34.0159398,-118.111975
36.3926798,-79.744144
42.5269718,-87.8544568
30.38251735,-86.36415507226641
41.6689223,-87.7386619
33.8278405,-78.6800323
42.9275277,-83.6299518
41.3164856,-73.0931641
34.1206564,-84.0043513
39.4409277,-78.9739156
41.2125494,-85.0166351
35.4587305,-94.7879436
37.0622562,-97.0388338
42.03726,-88.2810994
30.9251869,-88.5900235
31.1431257,-93.2651126
45.9763545,-94.3625024
45.0176181,-83.6670019
37.363679,-118.39524
43.196027,-73.651484
39.9587161,-75.9193928
43.5405195,-95.4683381
40.6574186,-73.6450664
43.376667,-99.859007
31.124062,-97.9030785
39.9567801,-92.6504174
41.2951563,-83.1555438
33.6076186,-88.6503255
37.3407838,-95.2596295
34.0286226,-117.8103367
31.3101719,-85.7129908
51.215076550000006,-2.1721664384278974
47.3664231,-122.0437127
41.5119954,-82.9376919
39.0273676,-95.7627535
33.6676103,-84.0176904
36.0005035,-96.1049612
34.5361067,-117.2911565
41.8903447,-88.7713953
31.9635074,-83.7823938
43.8235163,-111.787022
28.091963,-81.7234114
34.0349194,-102.8149372
36.7413624,-88.6352595
31.5545973,-110.2997756
42.6839894,-71.1127065
40.8102203,-72.6430174
42.4461934,-73.7884568
33.9414035,-118.3022963
41.5137615,-92.0762883
42.2586461,-87.8407055
42.2912093,-71.1244966
40.2922938,-79.8817181
36.7620301,-83.6949176
37.5544953,-88.9722932
32.9104544,-96.1334891
51.4837886,-0.6040418665032687
33.4500497,-112.259309
40.1042402,-79.7505974
41.0317637,-74.1020866
33.7483311,-118.3707683
31.1727229,-82.4829338
39.3959655,-101.0526881
46.9439738,-60.4671653
38.43111865,-81.47562688489583
45.3838546,-122.766351
39.2744355,-82.4740302
46.173849,-95.915609
37.1533554,-98.0311728
51.9625101,7.6251879
34.9553719,-90.0348139
40.2625702,-80.1872797
43.7677968,-94.0196815
39.9139207,-83.1633336
33.144920299999995,-94.96676389972136
42.5823073,-90.6018357
33.5995916,-117.8737398
51.0147895,-3.1029086
43.7513,2.82702
40.1320592,-74.0345813
40.4897871,-81.4456706
42.2205956,-71.0041229
41.5965635,-73.9112103
55.861155,-4.2501687
33.5761376,-117.7258122
40.6803785,-73.4551241
44.7980186,-93.5268986
40.8641845,-73.6319174
32.8923464,-96.4066987
29.2854132,-81.0557921
34.14791,-118.7657042
39.0429506,-122.915829
39.5522815,-84.2332718
40.1513276,-74.988733542723
50.1106444,8.6820917
40.576241,-124.263944
40.4078249,-84.4932862
33.5130695,36.3095814
40.78168135,-74.75923279813415
57.1482429,-2.0928095
49.0026397,6.5218763
44.9405086,-93.4638936
38.9786401,-76.492786
38.6820123,-84.5899426
42.566751,-70.9368313
33.1976496,-96.6154471
46.49272,-80.991211
34.0739016,-117.3136547
42.4853125,-83.3771553
-12.0621065,-77.0365256
43.1834579,-89.2134359
40.7095827,-73.592341
36.1867442,-94.1288142
42.128704,-87.8265089
28.7225829,-81.2353683
37.3034933,-89.5230357
34.0696501,-118.3963062
29.5688411,-97.9647269
38.4933471,-96.9600163
30.5736134,-97.8567339
46.9707059,2.6854848
54.1362169,-1.5238006
44.6780512,-85.1002509
41.5784425,-70.5586401
41.2295386,-73.9870847
41.0189863,-73.7981884
39.4862777,-75.0254256
40.6300671,-79.9695004
37.9744323,-122.561503
44.2016214,-0.0540769
39.8641616,-94.6782948
42.653967,-73.9287366
48.4048867,2.7207225
28.01633,-82.1234803
40.5667527,-76.700522
36.6770111,-93.868811
42.933597,-72.2784264
40.7776709,-92.9453445
51.5073359,-0.12765
39.0657788,-76.6876169120418
26.2159066,-98.3252932
37.2356655,-76.51364950821196
40.40147625,-120.50951431684354
37.2314232,-89.1183427
43.0125274,-82.9279881
33.1384886,-95.6010143
40.3492744,-74.6592958
29.0931328,-97.3158457
39.3113257,-94.922759
30.0899368,-97.7338917
39.6409378,-76.6591376
46.808327,-100.783739
38.2117173,-89.9942741
38.8402805,-97.6114237
36.6467816,-92.4575198
38.7236594,-89.9559348
40.7242205,-73.7164845
50.536715,2.4086536
41.5738643,-97.0828487
42.1539141,-88.1361888
27.9946969,-80.6366144
39.3603809,-77.3227621
35.481705,-80.8590006
43.7895223,-70.4083858
48.8035403,2.1266886
47.7110106,-116.9480877
33.6408845,-117.6029341
33.8401255,-86.81310019555607
33.5873164,-102.37796
40.7142296,-73.5595107
42.2008575,-88.2145259
38.5893934,-119.8345013
40.6916624,-80.3709999
41.546069,-84.1362047
34.2006479,-90.5702071
45.3069062,-92.3621369
37.5111596,-94.8380215
40.875891,-81.4023356
40.41483,-74.2295891
42.2792649,-71.1494972
29.5721903,-90.3830385
29.9146493,-90.0539604
40.8617303,-80.2864515
39.7284945,-121.8374777
37.9577016,-121.2907796
51.77046785,0.4646697741230038
30.7743596,-85.2268735
40.0064958,-75.7032742
38.1847255,-120.8071039327562
40.9880495,-73.7974133
26.7107375,-81.81300645982603
43.1439395,-70.6505089
52.5135785,-3.314371
35.7079146,-79.8136446
38.7060457,-88.0949352
33.2139213,-97.6563925
42.61254875,-1.830787673361753
35.359542,-83.8337785
45.7042931,7.6666341
34.0133561,-117.690075
38.5161207,-98.1567235
42.6106479,-71.2342248
39.7082498,-91.3587413
42.9167389,-89.2178997
33.6783336,-118.0000166
38.9093789,-90.0406568
28.0856815,-82.75690699742961
42.2579991,-88.841734
41.4690746,-79.1233749
45.1608821,-122.2305038
53.0758196,8.8071646
34.285558,-118.8820414
42.2825383,-83.175203
42.2222614,-83.3965995
44.5126379,-88.0125794
46.8712641,5.4297754
54.2820009,-0.4011868
34.7851861,-84.7352262
41.1034234,-72.3592777
36.1623886,-85.4997057
46.52391,-84.320068
30.3122527,-90.9497329
38.700202,-77.23953597604464
30.6901838,-92.2774771
41.8403786,-71.2494938
40.6840538,-73.4008102
42.735863,-83.4188304
39.4128342,-77.6624599
33.31420850000001,-96.97563229497024
42.321246,-88.8235511
41.8061399,-88.3272952
38.2325829,-122.636465
40.6102386,-80.267726
35.489483199999995,-119.22079491109946
40.3100446,-75.1304588
33.9204209,-118.2418543
37.17605995,-3.5881102773279347
29.9892816,-97.877174
38.7483814,-89.983158
38.59766405,-97.06368436654014
41.1763139,-73.7907554
44.279621,-73.979874
60.38669,25.6294493
32.601641,-96.3375126
33.8056345,-117.13956015339622
33.5965685,-117.659405
35.1719425,-103.72504
37.4265407,-122.17030545534064
21.315603,-158.008804
35.6753657,-83.7557282
52.9534193,-1.1496461
38.2544472,-104.609141
40.7058564,-73.3077301
34.252225,-118.2884105
44.2033956,-92.6461155
57.0524973,-135.337612
45.983862,-110.65946288333332
32.9857275,-80.1098123
39.9470567,-75.2921301
41.4776121,-91.1210053
34.9617605,-89.8295315
32.6656752,-115.4962437
31.1667049,36.941628
36.8252277,-119.7029194
41.139981,-104.820246
40.5892339,-80.22506
52.6421055,-2.6353218
41.1253903,-87.848682
43.6703995,-121.503636
37.7742152,-87.1133304
34.5023029,-97.9578129
39.9057136,116.3912972
36.2944928,-82.4734089
51.04483545,-1.2434093597173146
37.0592253,-120.8505342
41.2706527,-72.9470471
51.3471927,-2.9778916
27.4957453,-81.4410425
41.9195837,-99.979237
40.7352157,-73.6883239
33.5963719,-117.8268219
41.7189447,-80.1475583
32.9961038,-80.0387292
33.6117105,-111.717361
28.6644827,-82.1117399
41.510033,-82.0185895
46.8701049,-113.995267
14.9954506,120.7791636
39.842920500000005,-82.81594617222837
37.0767199,-88.9736762
48.5232,-1.32375
43.020679,-78.878383
40.7076444,-73.7093041
29.0491426,-82.4609331
44.8205957,-73.5070812
48.8376296,-1.5959177
40.9574491,-92.0514386
37.5814095,-101.355169
33.4881671,-97.1650129
33.1023454,-84.3426997
-29.6860512,-53.8069214
36.6211149,-121.9177944
33.9827043,-118.2120343
27.5030915,-99.5075644
38.7509488,-77.4752667
43.8075279,-69.9348805
41.3198025,-75.9379761
42.4084302,-71.0119948
36.1029132,-79.5066895
47.9078244,-97.0592028
40.4656244,-80.0656106
31.6301664,-91.5545649
41.3577746,-5.7252637
39.2806451,-80.3445341
39.6029087,-76.1132172
41.436589,-81.3855058
30.805746,-95.1163261
40.5395421,-75.4968502
40.5584882,-111.9367107
34.1649502,-118.3747521
41.5058344,-90.5136642
39.6365056,-74.8023853
47.5048851,-111.29189
37.6820583,-121.768053
36.1156306,-97.0585717
40.9633868,-72.1847598
36.791225,-81.7712324
46.7918564,-64.06301679150738
38.6769945,-86.9141696
39.6445214,-80.8575993
44.3169175,-84.77587891876972
39.7027677,-75.1119434
30.2396865,-81.3856384
39.6430455,-77.7191081
31.8737712,-89.7336852
35.1084931,-77.0441143
33.2992786,-96.4021168
34.1335332,-86.8779268
39.3229108,-76.7180811
28.3553873,-80.7318827
60.4877575,-151.06103022034995
35.1414606,-85.1746774
40.506463,-111.4132963
38.966673,-94.6169012
43.542757,-75.1481227
55.9533456,-3.1883749
41.6603788,-71.4558911
37.2695661,-107.010816
29.5633199,-95.019723
42.0653768,-71.2478308
43.0833231,-73.8712155
39.08261925,-76.5719675597392
42.0834335,-71.0183787
42.6480766,-71.9206964
33.9761238,-117.905339
42.6375935,-70.9494966
37.0926426,-79.2964125
39.7831556,-95.1776492
39.8194467,-75.4186608
34.5827699,-117.409215
40.5247777,-111.8627989
52.6780419,-2.4514273
32.091299,-96.4646821
47.4785418,-94.8907869
39.452786,-74.72469501133642
33.0965591,-79.803412
32.3293111,-96.6252679
41.900299,-87.8569745
37.0510595,-122.014684
40.7048242,-73.6501295
42.0850703,-76.053813
33.857328,-84.0199108
41.42125825,-72.08647978021881
36.2820691,-92.3445222
42.1034528,-76.2622669
49.69801175,4.671600518245179
